"color_id","name","hex","group_id","subgroup_id","solar_term_c","solar_term_e","CMYK_C","CMYK_M","CMYK_Y","CMYK_K","RGB_R","RGB_G","RGB_B","HSV_H","HSV_S","HSV_V","LAB_L","LAB_C","LAB_H","LUV_L","LUV_C","LUV_H","HSL_H","HSL_S","HSL_L"
11,"龙战","#5F4321",3,3,"立春","Beginning_of_Spring",60,70,95,35,0.114435373826974,0.0561284900496001,0.0152085144229127,32.9032258064516,0.652631578947368,0.372549019607843,30.7776682383804,26.317789352467,72.3743546706233,30.7776682383804,30.6665930634745,47.9017110888158,32.9032258064516,0.484375,0.250980392156863
12,"青骊","#422517",3,4,"立春","Beginning_of_Spring",65,80,90,55,0.0544802764424424,0.0185002201283797,0.00856812561806931,19.5348837209302,0.651515151515151,0.258823529411765,18.11435795835,19.3043619208188,51.2936579519567,18.11435795835,20.8757329177666,30.1432968428253,19.5348837209302,0.48314606741573,0.174509803921569
13,"海天霞","#F3A694",4,1,"立春","Beginning_of_Spring",0,45,35,0,0.896269353374266,0.38132601143253,0.296138270798321,11.3684210526316,0.390946502057613,0.952941176470588,75.1198838473261,33.5483963621012,38.4540011331077,75.1198838473261,58.2585917070497,23.5991253133484,11.3684210526316,0.798319327731092,0.766666666666667
14,"缙云","#EE7959",4,2,"立春","Beginning_of_Spring",0,65,60,0,0.854992608124234,0.191201682740791,0.0998987282471139,12.8859060402685,0.626050420168067,0.933333333333333,63.8178706231544,57.0341706116351,41.879238291405,63.8178706231544,97.1516476301136,21.8043988233267,12.8859060402685,0.814207650273224,0.641176470588235
15,"纁黄","#BA5140",4,3,"立春","Beginning_of_Spring",30,80,75,0,0.491020849847836,0.0822827071298148,0.0512694583740432,8.36065573770491,0.655913978494624,0.729411764705882,47.8761254816422,51.4449424006177,36.7408045838245,47.8761254816422,84.3981351202308,17.6426392326257,8.36065573770492,0.488,0.490196078431373
16,"珊瑚赫","#C12C1F",4,4,"立春","Beginning_of_Spring",25,95,100,0,0.533276404010505,0.0251868596273616,0.0137020830472897,4.81481481481482,0.839378238341969,0.756862745098039,43.1247354212393,72.365570542896,37.548500343032,43.1247354212393,118.500508213952,13.840293779712,4.81481481481482,0.723214285714286,0.43921568627451
17,"盈盈","#F9D3E3",5,1,"雨水","Rain_Water",0,25,0,0,0.9473065367332,0.651405637419824,0.768151147247507,334.736842105263,0.152610441767068,0.976470588235294,88.1012975352522,16.0910822468657,349.57790037166,88.1012975352522,22.617154655873,341.131168337191,334.736842105263,0.759999999999999,0.901960784313725
18,"水红","#ECB0C1",5,2,"雨水","Rain_Water",5,40,10,0,0.83879901174074,0.434153636174749,0.533276404010505,343,0.254237288135593,0.925490196078431,77.7190827552463,24.3420566337212,359.891892891692,77.7190827552463,36.3634494269776,352.866093020717,343,0.612244897959184,0.807843137254902
19,"苏梅","#DD7694",5,3,"雨水","Rain_Water",10,65,20,0,0.723055128921969,0.18116424424986,0.296138270798321,342.52427184466,0.46606334841629,0.866666666666667,62.0581866592867,43.3480197086566,2.68673876367263,62.0581866592867,66.9134514340231,355.504893066566,342.52427184466,0.60233918128655,0.664705882352941
20,"紫茎屏风","#A76283",5,4,"雨水","Rain_Water",40,70,30,0,0.386429433787049,0.122138772229602,0.226965873510098,331.304347826087,0.413173652694611,0.654901960784314,50.2053395206442,33.0137781361295,349.036926207783,50.2053395206442,43.31065970124,340.962197319388,331.304347826087,0.281632653061224,0.519607843137255
21,"葭灰","#BEB1AA",6,1,"雨水","Rain_Water",30,30,30,0,0.514917665376521,0.439657173840919,0.401977779832196,21,0.105263157894737,0.745098039215686,73.0852977963928,6.26487189515633,56.9045182470477,73.0852977963928,10.7163768094794,40.8321499181449,21,0.133333333333333,0.705882352941176
22,"黄埃","#B49273",6,2,"雨水","Rain_Water",35,45,55,0,0.456411023180405,0.287440837726917,0.171441100732823,28.6153846153846,0.361111111111111,0.705882352941177,62.9278286045453,22.8450401063968,68.5905114125134,62.9278286045453,35.6685700946188,47.4318725340069,28.6153846153846,0.302325581395349,0.57843137254902
23,"老僧衣","#A46244",6,3,"雨水","Rain_Water",40,70,75,5,0.371237680474149,0.122138772229602,0.0578054301910672,18.75,0.585365853658537,0.643137254901961,48.3194545134524,36.916250489232,50.0725751950563,48.3194545134524,56.808905017876,29.1515940035261,18.75,0.413793103448276,0.454901960784314
24,"玄天","#6B5458",6,4,"雨水","Rain_Water",65,70,60,10,0.147027266497595,0.0886555862857729,0.0975873471418625,349.565217391304,0.214953271028037,0.419607843137255,38.1483351677113,10.3114849898845,7.31913241265889,38.1483351677113,13.5033481593769,0.279669611731207,349.565217391304,0.120418848167539,0.374509803921569
25,"黄河琉璃","#E5A84B",7,1,"雨水","Rain_Water",10,40,75,0,0.783537791526194,0.391572477749723,0.0703600956965959,36.2337662337662,0.672489082969432,0.898039215686275,73.0070118949553,56.9080756373696,76.401167453267,73.0070118949553,77.8592013120996,51.22650401871,36.2337662337662,0.747572815533981,0.596078431372549
26,"库金","#E18A3B",7,2,"雨水","Rain_Water",10,55,80,0,0.752942216776078,0.254152094330827,0.0437350292569735,28.5542168674699,0.737777777777778,0.882352941176471,65.3610308626873,60.6208236213708,63.6684375279001,65.3610308626873,88.0913673015441,37.439936112485,28.5542168674699,0.734513274336283,0.556862745098039
27,"缊韨","#984F31",7,3,"雨水","Rain_Water",40,75,85,15,0.313988713375718,0.0781874218051863,0.0307134437329936,17.4757281553398,0.677631578947368,0.596078431372549,41.9859789792202,41.71074364191,48.1006843551927,41.9859789792202,62.1991350566414,25.8198207333895,17.4757281553398,0.512437810945274,0.394117647058824
28,"紫瓯","#7C461E",7,4,"雨水","Rain_Water",50,75,100,25,0.201556253794397,0.0612460542316176,0.012983032342173,25.531914893617,0.758064516129032,0.486274509803922,35.5186058258542,38.5032363172832,59.3207349508699,35.5186058258542,49.9785442328996,33.7231303728874,25.531914893617,0.61038961038961,0.301960784313725
29,"欧碧","#C0D695",8,1,"雨水","Rain_Water",30,5,50,0,0.527115125705813,0.672443156957688,0.300543794415776,80.3076923076923,0.303738317757009,0.83921568627451,82.6305756704361,34.9130088704371,121.56894258697,82.6305756704361,45.2136818512418,102.668821048983,80.3076923076923,0.442176870748299,0.711764705882353
30,"春辰","#A9BE7B",8,2,"雨水","Rain_Water",40,15,60,0,0.396755230725627,0.514917665376521,0.198069319559949,78.8059701492537,0.352631578947368,0.745098039215686,73.992411347268,36.5092331154873,120.313592472633,73.992411347268,45.9118777536346,101.881403607393,78.8059701492537,0.34010152284264,0.613725490196078
31,"碧山","#779649",8,3,"雨水","Rain_Water",60,30,85,0,0.184474994500441,0.304987314069886,0.0666259386437729,84.1558441558442,0.513333333333333,0.588235294117647,58.2410890370734,43.9508128264973,123.130466415599,58.2410890370734,50.2005974073074,107.720147503572,84.1558441558442,0.345291479820628,0.437254901960784
32,"青青","#4F6F46",8,4,"雨水","Rain_Water",75,50,85,5,0.0781874218051863,0.15896083506088,0.0612460542316176,106.829268292683,0.369369369369369,0.435294117647059,43.4675672011924,27.8733807003216,136.36360074429,43.4675672011924,30.452258785733,121.179198882288,106.829268292683,0.226519337016575,0.354901960784314
33,"赤缇","#BA5B49",9,1,"惊蛰","Insects_Waking",30,75,70,0,0.491020849847836,0.104616484091104,0.0666259386437729,9.55752212389381,0.60752688172043,0.729411764705882,49.9838984391838,46.3429701827196,37.4768533535298,49.9838984391838,76.0228782995346,19.188209459509,9.55752212389381,0.450199203187251,0.507843137254902
34,"朱草","#A64036",9,2,"惊蛰","Insects_Waking",35,85,80,10,0.38132601143253,0.0512694583740432,0.0368894504011,5.35714285714285,0.674698795180723,0.650980392156863,41.2836071308396,49.9130327731016,33.916291408881,41.2836071308396,80.0140800705494,15.358657196007,5.35714285714286,0.509090909090909,0.431372549019608
35,"綪茷","#9E2A22",9,3,"惊蛰","Insects_Waking",40,95,100,10,0.341914424908661,0.0231533661781104,0.0159962933655096,3.87096774193548,0.784810126582279,0.619607843137255,36.0665849640088,57.6428050289739,35.2311299976799,36.0665849640088,90.2390392268998,13.829415031929,3.87096774193548,0.645833333333333,0.376470588235294
36,"顺圣","#7C191E",9,4,"惊蛰","Insects_Waking",50,100,100,25,0.201556253794397,0.00972121732023785,0.012983032342173,356.969696969697,0.798387096774194,0.486274509803922,26.9486118491487,48.1151851885976,29.4826047872533,26.9486118491487,70.0796188862245,10.9019624839413,356.969696969697,0.664429530201342,0.292156862745098
37,"桃夭","#F6BEC8",10,1,"惊蛰","Insects_Waking",0,35,10,0,0.921581856277295,0.514917665376521,0.577580440429651,349.285714285714,0.227642276422764,0.964705882352941,82.1592209628845,21.7190386138583,7.29382982384549,82.1592209628845,34.0051357586347,0.191644829653916,349.285714285714,0.756756756756757,0.854901960784314
38,"杨妃","#F091A0",10,2,"惊蛰","Insects_Waking",0,55,20,0,0.871367119198797,0.283148740429992,0.351532599500439,350.526315789474,0.395833333333333,0.941176470588235,70.3982098505468,38.3538163082144,11.4004052410774,70.3982098505468,62.6338842278404,3.20776055764678,350.526315789474,0.76,0.754901960784314
39,"长春","#DC6B82",10,3,"惊蛰","Insects_Waking",10,70,30,0,0.715693500506481,0.147027266497595,0.223227957316809,347.787610619469,0.513636363636364,0.862745098039216,59.2937261415798,47.1385763026707,10.2929566221611,59.2937261415798,76.7203600066205,1.79314323417708,347.787610619469,0.617486338797814,0.641176470588235
40,"牙绯","#C35C5D",10,4,"惊蛰","Insects_Waking",25,75,55,0,0.545724461370187,0.107023102978268,0.109461710778299,359.417475728155,0.528205128205128,0.764705882352941,51.8934868390455,45.5446085377076,25.012173609352,51.8934868390455,76.148801734209,11.7614109465734,359.417475728155,0.461883408071749,0.562745098039216
41,"黄栗留","#FEDC5E",11,1,"惊蛰","Insects_Waking",0,15,70,0,0.99110209711383,0.715693500506481,0.111932427836906,47.25,0.62992125984252,0.996078431372549,88.4807122182066,64.4675940579361,91.8540517033378,88.4807122182066,82.6822127162869,69.3975681909292,47.25,0.987654320987654,0.682352941176471
42,"栀子","#FAC03D",11,2,"惊蛰","Insects_Waking",0,30,80,0,0.955973353249286,0.527115125705813,0.0466650863368801,41.5873015873016,0.756,0.980392156862745,80.9411423998805,70.3407991643282,82.6811035476155,80.9411423998805,89.4809357066394,57.7481720962237,41.5873015873016,0.949748743718593,0.609803921568627
43,"黄不老","#DB9B34",11,3,"惊蛰","Insects_Waking",15,45,85,0,0.708375779891687,0.327778098056542,0.0343398068086822,37.0059880239521,0.762557077625571,0.858823529411765,68.5729156162012,62.0361513398249,76.0482728394254,68.5729156162012,80.9856321569018,49.9193075261506,37.0059880239521,0.698744769874477,0.531372549019608
44,"柘黄","#C67915",11,4,"惊蛰","Insects_Waking",25,60,100,0,0.564711505704929,0.191201682740791,0.00749903204322618,33.8983050847458,0.893939393939394,0.776470588235294,57.7874021687188,64.6501140360021,68.8001289027639,57.7874021687188,83.5359169245132,40.4513229047249,33.8983050847458,0.808219178082192,0.429411764705882
45,"青鸾","#9AA7B1",12,1,"惊蛰","Insects_Waking",45,30,25,0,0.323143209112951,0.386429433787049,0.439657173840919,206.086956521739,0.129943502824859,0.694117647058824,67.7849681014859,7.1505772439667,249.603826453059,67.7849681014859,12.1931042739414,231.762160420557,206.086956521739,0.128491620111732,0.649019607843137
46,"菘蓝","#6B798E",12,2,"惊蛰","Insects_Waking",65,50,35,0,0.147027266497595,0.191201682740791,0.270497791013066,216,0.246478873239437,0.556862745098039,50.3969416412783,13.1100757243394,269.003454970297,50.3969416412783,20.5066890155836,246.351325556398,216,0.140562248995984,0.488235294117647
47,"青黛","#45465E",12,3,"惊蛰","Insects_Waking",80,75,50,15,0.0595112381629812,0.0612460542316176,0.111932427836906,237.6,0.265957446808511,0.368627450980392,30.5289556700689,15.3319121724231,291.503774550069,30.5289556700689,18.812186356238,264.489847125248,237.6,0.153374233128834,0.319607843137255
48,"绀蝶","#2C2F3B",12,4,"惊蛰","Insects_Waking",85,80,65,40,0.0251868596273616,0.0284260395044208,0.0437350292569735,228,0.254237288135593,0.231372549019608,19.5740314847402,8.25591754885517,283.287154181598,19.5740314847402,8.80460762229758,257.683187374,228,0.145631067961165,0.201960784313725
49,"皦玉","#EBEEE8",13,1,"春分","Spring_Equinox",10,5,10,0,0.830769876774655,0.854992608124234,0.806952257669252,90.0000000000001,0.0252100840336135,0.933333333333333,93.7266481453344,3.28156265529967,128.941414701257,93.7266481453344,4.48338446531583,107.639827403341,90.0000000000001,0.15,0.92156862745098
50,"吉量","#EBEDDF",13,2,"春分","Spring_Equinox",10,5,15,0,0.830769876774655,0.846873231509858,0.737910408772731,68.5714285714287,0.0590717299578059,0.929411764705882,93.2583981474156,7.24556736997762,115.336717825766,93.2583981474156,10.4664541382406,92.0509879013617,68.5714285714287,0.28,0.901960784313726
51,"韶粉","#E0E0D0",13,3,"春分","Spring_Equinox",15,10,20,0,0.745404209540387,0.745404209540387,0.630757136346147,60,0.0714285714285714,0.87843137254902,88.7866765169595,8.31405290210636,109.492779380128,88.7866765169595,12.2378372417147,85.8775066215861,60,0.205128205128205,0.847058823529412
52,"霜地","#C7C6B6",13,4,"春分","Spring_Equinox",20,15,25,10,0.571124829464873,0.564711505704929,0.467783796112159,56.4705882352941,0.0854271356783919,0.780392156862745,79.5614449963309,8.51100060551972,106.863434844648,79.5614449963309,12.4397839660249,83.2256482410459,56.4705882352941,0.131782945736434,0.747058823529412
53,"夏籥","#D2AF9D",14,1,"春分","Spring_Equinox",20,35,35,0,0.644479681970582,0.428690496613907,0.33716361504833,20.377358490566,0.252380952380952,0.823529411764706,74.0601956009366,17.1681523406058,54.5174446559941,74.0601956009366,29.2200271324505,37.5500437381658,20.377358490566,0.370629370629371,0.719607843137255
54,"紫磨金","#BC836B",14,2,"春分","Spring_Equinox",30,55,55,0,0.502886458032569,0.226965873510098,0.147027266497595,17.7777777777778,0.430851063829787,0.737254901960784,59.8776326959331,28.8958148404793,48.9060365230641,59.8776326959331,47.2657930487794,30.8918043120159,17.7777777777778,0.376744186046512,0.57843137254902
55,"檀色","#B26D5D",14,3,"春分","Spring_Equinox",35,65,60,0,0.445201194516228,0.15292615199615,0.109461710778299,11.2941176470588,0.47752808988764,0.698039215686274,53.1620124360552,32.8678943186576,38.6963906562356,53.1620124360552,53.6350047917621,22.530054524356,11.2941176470588,0.355648535564854,0.531372549019608
56,"赭罗","#9A6655",14,4,"春分","Spring_Equinox",45,65,65,5,0.323143209112951,0.132868321553818,0.0908417111834077,14.7826086956522,0.448051948051948,0.603921568627451,48.2979713689754,26.1733388016882,43.9432611750789,48.2979713689754,41.2193410026114,26.9921383871851,14.7826086956522,0.288702928870293,0.468627450980392
57,"黄丹","#EA5514",15,1,"春分","Spring_Equinox",0,80,95,0,0.822785754396284,0.0908417111834077,0.00699541018726539,18.2242990654206,0.914529914529915,0.917647058823529,56.1332087757572,82.8295993949357,48.2244849099198,56.1332087757572,130.656414718267,20.2832000073068,18.2242990654206,0.84251968503937,0.498039215686275
58,"洛神珠","#D23918",15,2,"春分","Spring_Equinox",15,90,100,0,0.644479681970582,0.0409151969068532,0.00913405870222079,10.6451612903226,0.885714285714286,0.823529411764706,47.877526251437,78.3896638041466,42.0745402314852,47.877526251437,126.930988777516,16.0073361267766,10.6451612903226,0.794871794871795,0.458823529411765
59,"丹雘","#C8161D",15,3,"春分","Spring_Equinox",20,100,100,0,0.577580440429651,0.00802319298538499,0.0122864883569159,357.640449438202,0.89,0.784313725490196,42.6816441297602,78.8243183842273,35.0396340881805,42.6816441297602,132.239850901277,11.6158828062596,357.640449438202,0.801801801801802,0.435294117647059
60,"水华朱","#A72126",15,4,"春分","Spring_Equinox",40,100,100,0,0.386429433787049,0.0152085144229127,0.0193823609569357,357.761194029851,0.802395209580838,0.654901960784314,36.8287560805143,62.1076604610039,31.2948583779567,36.8287560805143,100.459204682475,11.3346530807887,357.761194029851,0.67,0.392156862745098
61,"青冥","#3271AE",16,1,"春分","Spring_Equinox",80,50,10,0,0.0318960330730115,0.165132194501668,0.423267669986072,209.516129032258,0.71264367816092,0.682352941176471,46.3685974905509,38.3478602268823,270.762552309292,46.3685974905509,61.9958705311971,247.561039105076,209.516129032258,0.553571428571429,0.43921568627451
62,"青雘","#007175",16,2,"春分","Spring_Equinox",95,45,55,0,0,0.165132194501668,0.177888415983629,182.051282051282,1,0.458823529411765,42.9036355663231,26.9428297611988,201.676965917759,42.9036355663231,34.4071220033058,197.730391915593,182.051282051282,1,0.229411764705882
63,"青緺","#284852",16,3,"春分","Spring_Equinox",90,75,65,10,0.0212190103760036,0.0648032666929058,0.0843762115441488,194.285714285714,0.51219512195122,0.32156862745098,28.6286988725923,12.9423603499699,228.057640593207,28.6286988725923,17.2184681751801,218.63838419049,194.285714285714,0.344262295081967,0.23921568627451
64,"骐驎","#12264F",16,4,"春分","Spring_Equinox",100,95,50,25,0.00604883302285705,0.0193823609569357,0.0781874218051863,220.327868852459,0.772151898734177,0.309803921568627,15.8967957384799,28.8168825158217,286.621112976356,15.8967957384799,29.1445322600376,257.13361076286,220.327868852459,0.628865979381443,0.190196078431373
65,"紫蒲","#A6559D",17,1,"清明","Pure_Brightness",40,75,0,0,0.38132601143253,0.0908417111834077,0.33716361504833,306.666666666667,0.487951807228916,0.650980392156863,48.3099061067254,49.9091703681554,330.444689009795,48.3099061067254,58.4205623059007,313.81815896662,306.666666666667,0.322709163346614,0.492156862745098
66,"赪紫","#8A1874",17,2,"清明","Pure_Brightness",55,100,20,0,0.254152094330827,0.00913405870222079,0.174647403655585,311.578947368421,0.826086956521739,0.541176470588235,32.5217448801996,59.8807458509165,335.903403013199,32.5217448801996,64.3148211985763,322.479539271753,311.578947368421,0.703703703703704,0.317647058823529
67,"齐紫","#6C216D",17,3,"清明","Pure_Brightness",70,100,30,0,0.149959789810609,0.0152085144229127,0.15292615199615,299.210526315789,0.697247706422018,0.427450980392157,27.7924520960506,51.3558672752743,327.232295987059,27.7924520960506,49.8091363828474,306.947469754472,299.210526315789,0.535211267605634,0.27843137254902
68,"凝夜紫","#422256",17,4,"清明","Pure_Brightness",85,100,45,15,0.0544802764424424,0.0159962933655096,0.0930589628466875,276.923076923077,0.604651162790698,0.337254901960784,19.9403768539462,36.4454666291486,315.377705945872,19.9403768539462,32.214665768693,287.450657099268,276.923076923077,0.433333333333333,0.235294117647059
69,"冻缥","#BEC2B3",18,1,"清明","Pure_Brightness",30,20,30,0,0.514917665376521,0.539479489012107,0.450785782838223,75.9999999999999,0.077319587628866,0.76078431372549,77.7481831081144,8.16664567202976,120.078855433014,77.7481831081144,11.1548623465907,97.6516300553607,75.9999999999999,0.109489051094891,0.731372549019608
70,"春碧","#9D9D82",18,2,"清明","Pure_Brightness",45,35,50,0,0.33716361504833,0.33716361504833,0.223227957316809,60,0.171974522292994,0.615686274509804,64.0750690947878,14.9449158572039,108.554489152685,64.0750690947878,20.2222427297742,85.8749313537517,60,0.121076233183857,0.562745098039216
71,"执大象","#919177",18,3,"清明","Pure_Brightness",50,40,55,0,0.283148740429992,0.283148740429992,0.184474994500441,60,0.179310344827586,0.568627450980392,59.5281421496056,14.5989518007436,108.496197723525,59.5281421496056,19.4216930317937,85.8748661233553,60,0.105691056910569,0.517647058823529
72,"苔古","#79836C",18,4,"清明","Pure_Brightness",60,45,60,0,0.191201682740791,0.226965873510098,0.149959789810609,86.0869565217391,0.175572519083969,0.513725490196078,53.3631580829906,13.8545732341125,125.945540394219,53.3631580829906,16.8137084294437,105.913756977989,86.0869565217391,0.0962343096234309,0.468627450980392
73,"香炉紫烟","#D3CCD6",19,1,"清明","Pure_Brightness",20,20,10,0,0.651405637419824,0.603827338855338,0.672443156957688,282,0.0467289719626168,0.83921568627451,82.8547711620854,5.87902027636054,315.939873671498,82.8547711620854,7.74241917952756,295.78656661502,282,0.108695652173913,0.819607843137255
74,"紫菂","#9B8EA9",19,2,"清明","Pure_Brightness",45,45,20,0,0.327778098056542,0.270497791013066,0.396755230725627,268.888888888889,0.159763313609467,0.662745098039216,60.9394150522481,16.0204525966352,309.15834098734,60.9394150522481,20.7678733845094,285.446153253565,268.888888888889,0.135678391959799,0.609803921568628
75,"拂紫绵","#7E527F",19,3,"清明","Pure_Brightness",60,75,30,0,0.208636870145256,0.0843762115441488,0.212230757414055,298.666666666667,0.354330708661417,0.498039215686275,41.2208853202819,31.7919106821233,325.639159520624,41.2208853202819,35.5645467925074,306.709318557391,298.666666666667,0.215311004784689,0.409803921568627
76,"三公子","#663D74",19,4,"清明","Pure_Brightness",70,85,30,5,0.132868321553818,0.0466650863368801,0.174647403655585,284.727272727273,0.474137931034483,0.454901960784314,32.7520631160541,37.3837953319352,319.062848280519,32.7520631160541,39.4875270224576,294.93991256146,284.727272727273,0.310734463276836,0.347058823529412
77,"琅玕紫","#CB5C83",20,1,"清明","Pure_Brightness",20,75,25,0,0.597201788363763,0.107023102978268,0.226965873510098,338.918918918919,0.54679802955665,0.796078431372549,54.0191568215946,48.0235300444964,359.897874882993,54.0191568215946,72.1108871790626,352.881841605566,338.918918918919,0.516279069767442,0.57843137254902
78,"红踯躅","#B83570",20,2,"清明","Pure_Brightness",30,90,30,0,0.479320183100827,0.0356013148750203,0.162029375639111,332.977099236641,0.71195652173913,0.72156862745098,44.1023789000716,56.9285146370369,356.441142040246,44.1023789000716,82.226882081869,349.654892552383,332.977099236641,0.552742616033755,0.464705882352941
79,"魏红","#A73766",20,3,"清明","Pure_Brightness",40,90,40,0,0.386429433787049,0.0382043715953465,0.132868321553818,334.821428571429,0.67065868263473,0.654901960784314,41.0716898524405,49.9562731833779,357.555514648077,41.0716898524405,70.74727481513,350.700557378806,334.821428571429,0.504504504504504,0.435294117647059
80,"魏紫","#903754",20,4,"清明","Pure_Brightness",50,90,55,5,0.27889426347681,0.0382043715953465,0.0886555862857729,340.449438202247,0.618055555555556,0.564705882352941,36.561839677585,40.4717010305634,3.0755993527587,36.561839677585,57.0415736446431,355.710367395564,340.449438202247,0.447236180904523,0.390196078431373
81,"昌荣","#DCC7E1",21,1,"谷雨","Grain_Rain",15,25,0,0,0.715693500506481,0.571124829464873,0.752942216776078,288.461538461539,0.115555555555556,0.882352941176471,82.6463767023051,15.7151672511843,319.561846533582,82.6463767023051,20.5679870955661,299.937786583766,288.461538461539,0.302325581395349,0.831372549019608
82,"紫薄汗","#BBA1CB",21,2,"谷雨","Grain_Rain",30,40,0,0,0.49693299506087,0.356400144145944,0.597201788363763,277.142857142857,0.206896551724138,0.796078431372549,69.7298337859783,24.9155933791695,314.003640122202,69.7298337859783,32.50109362538,291.112594269506,277.142857142857,0.287671232876712,0.713725490196078
83,"茈藐","#A67EB7",21,3,"谷雨","Grain_Rain",40,55,0,0,0.38132601143253,0.208636870145256,0.47353149614801,282.105263157895,0.311475409836066,0.717647058823529,58.4598711642553,35.3667273952671,317.114559376335,58.4598711642553,44.1042655268709,294.028725887288,282.105263157895,0.283582089552239,0.605882352941177
84,"紫紶","#7D5284",21,4,"谷雨","Grain_Rain",60,75,25,0,0.205078736390317,0.0843762115441488,0.230740048524349,291.6,0.378787878787879,0.517647058823529,41.3127585313516,34.0761057381875,322.255911533945,41.3127585313516,38.3136915583432,301.107235946242,291.6,0.233644859813084,0.419607843137255
85,"苍葭","#A8BF8F",22,1,"谷雨","Grain_Rain",40,15,50,0,0.391572477749723,0.520995573204354,0.274677312060385,88.75,0.25130890052356,0.749019607843137,74.5525524867138,27.2193716951675,127.166642268929,74.5525524867138,34.6371071698831,108.585495234522,88.75,0.272727272727273,0.654901960784314
86,"庭芜绿","#68945C",22,2,"谷雨","Grain_Rain",65,30,75,0,0.138431615032452,0.296138270798321,0.107023102978268,107.142857142857,0.378378378378378,0.580392156862745,56.9730094630372,36.1715325504527,136.389120776465,56.9730094630372,42.0697841888352,121.466676766471,107.142857142857,0.233333333333333,0.470588235294118
87,"翠微","#4C8045",22,3,"谷雨","Grain_Rain",75,40,90,0,0.0722718506823175,0.215860500113899,0.0595112381629812,112.881355932203,0.4609375,0.501960784313725,48.7650698464362,40.0538801007778,138.322838954556,48.7650698464362,44.2712220584615,124.71906417014,112.881355932203,0.299492385786802,0.386274509803922
